,Content_ID,Reaction_Type,Datetime,Content_Type,Category,Sentiment,Score,,,,,,,,,,
10490,58e8f463-aee3-46bb-81bb-a49ed8de8b04,worried,12-11-2020 13:11,GIF,technology,negative,12,,,,,,,,,,
10526,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,worried,12-05-2021 00:26,video,science,negative,12,,,,,,,,,,
10527,81d2e41e-39c2-41da-bea4-a6b46daa3f6f,worried,09-11-2020 19:39,video,science,negative,12,,,,,,,,,,
10548,d288a4cb-6361-4d4b-925f-a0bf2e3350ec,worried,12-11-2020 08:21,GIF,technology,negative,12,,,,,,,,,,
10572,ac63258d-9d7d-4167-934e-48b3f3c43fa9,worried,04-05-2021 08:46,audio,tennis,negative,12,,,,,,,,,,
10579,ac63258d-9d7d-4167-934e-48b3f3c43fa9,worried,12-01-2021 12:48,audio,tennis,negative,12,,,,,,,,,,
10599,ac63258d-9d7d-4167-934e-48b3f3c43fa9,worried,21-11-2020 16:27,audio,tennis,negative,12,,,,,,,,,,
10632,d200b97e-f661-4502-80d1-1e458816d558,worried,06-10-2020 09:50,audio,science,negative,12,,,,,,,,,,
10635,d200b97e-f661-4502-80d1-1e458816d558,worried,01-05-2021 05:44,audio,science,negative,12,,,,,,,,,,
10659,d200b97e-f661-4502-80d1-1e458816d558,worried,19-04-2021 10:35,audio,science,negative,12,,,,,,,,,,
10662,7f9423ac-89b4-4a9a-9747-76e8dd533e81,worried,11-01-2021 17:06,video,education,negative,12,,,,,,,,,,
10668,6b09861c-712e-46e6-a2a5-72e4b3878767,worried,05-04-2021 08:46,photo,studying,negative,12,,,,,,,,,,
10679,6b09861c-712e-46e6-a2a5-72e4b3878767,worried,09-12-2020 05:03,photo,studying,negative,12,,,,,,,,,,
10692,4c009116-c94a-4633-83fb-956565358565,worried,22-08-2020 20:28,photo,soccer,negative,12,,,,,,,,,,
10716,4c009116-c94a-4633-83fb-956565358565,worried,29-09-2020 11:06,photo,soccer,negative,12,,,,,,,,,,
10723,4c009116-c94a-4633-83fb-956565358565,worried,29-01-2021 01:57,photo,soccer,negative,12,,,,,,,,,,
10739,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,worried,08-10-2020 09:17,photo,tennis,negative,12,,,,,,,,,,
10746,34cd13f5-5fa9-45fe-ad8e-0135b67b558d,worried,16-10-2020 02:17,photo,tennis,negative,12,,,,,,,,,,
10774,21bc508c-dd96-4fb1-b8a1-a92bef9fa666,worried,19-08-2020 04:55,photo,animals,negative,12,,,,,,,,,,
10784,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,worried,25-05-2021 23:30,audio,dogs,negative,12,,,,,,,,,,
10790,5911afa4-2af5-4e7e-b6e3-e3b985597aa9,worried,27-10-2020 21:37,audio,dogs,negative,12,,,,,,,,,,
10829,3cec7ac2-f9b6-4e4c-b392-63c59c3621f2,worried,30-06-2020 11:41,GIF,healthy eating,negative,12,,,,,,,,,,
10868,09bb0893-a05b-49bc-95ec-1e158577bf13,worried,26-12-2020 12:51,photo,healthy eating,negative,12,,,,,,,,,,
10900,c323d478-30a2-4140-a2ba-935a37b2ec10,worried,22-03-2021 19:39,GIF,cooking,negative,12,,,,,,,,,,
10924,bd656a40-09c1-4219-8210-e667136e3734,worried,22-03-2021 08:14,GIF,culture,negative,12,,,,,,,,,,
10932,bd656a40-09c1-4219-8210-e667136e3734,worried,13-04-2021 08:40,GIF,culture,negative,12,,,,,,,,,,
10937,bd656a40-09c1-4219-8210-e667136e3734,worried,20-01-2021 01:14,GIF,culture,negative,12,,,,,,,,,,
10942,bd656a40-09c1-4219-8210-e667136e3734,worried,07-04-2021 22:22,GIF,culture,negative,12,,,,,,,,,,
10960,28fbf4cf-c354-418c-8672-b7f2fee75b00,worried,27-09-2020 04:33,photo,culture,negative,12,,,,,,,,,,
10977,afe1fed5-5639-45c7-89f8-ce9d1078c910,worried,18-08-2020 11:32,audio,cooking,negative,12,,,,,,,,,,
11000,af6c5966-dfe7-460b-9853-62ed9f18aed4,worried,05-05-2021 22:16,photo,technology,negative,12,,,,,,,,,,
11009,af6c5966-dfe7-460b-9853-62ed9f18aed4,worried,25-03-2021 23:55,photo,technology,negative,12,,,,,,,,,,
11044,af6c5966-dfe7-460b-9853-62ed9f18aed4,worried,15-11-2020 00:43,photo,technology,negative,12,,,,,,,,,,
11058,5ecad91d-3e8f-4a9e-9473-c3db5f2ab72f,worried,09-03-2021 12:37,audio,public speaking,negative,12,,,,,,,,,,
11106,57528f91-7b0d-4120-acaf-82ee87f6df7d,worried,31-03-2021 13:32,video,education,negative,12,,,,,,,,,,
11116,57528f91-7b0d-4120-acaf-82ee87f6df7d,worried,19-10-2020 01:26,video,education,negative,12,,,,,,,,,,
11126,57528f91-7b0d-4120-acaf-82ee87f6df7d,worried,01-08-2020 14:48,video,education,negative,12,,,,,,,,,,
11131,57528f91-7b0d-4120-acaf-82ee87f6df7d,worried,11-01-2021 13:44,video,education,negative,12,,,,,,,,,,
11155,a82b8250-08aa-47a5-97c4-19f30f236179,worried,30-03-2021 00:01,audio,culture,negative,12,,,,,,,,,,
11156,a82b8250-08aa-47a5-97c4-19f30f236179,worried,18-07-2020 14:28,audio,culture,negative,12,,,,,,,,,,
11171,a82b8250-08aa-47a5-97c4-19f30f236179,worried,22-01-2021 04:13,audio,culture,negative,12,,,,,,,,,,
11182,4e7535a7-4547-4da5-952e-607442ebed79,worried,27-08-2020 02:50,GIF,dogs,negative,12,,,,,,,,,,
11243,5444a751-c58b-456a-9fc9-1e4f292f2920,worried,30-05-2021 21:52,GIF,cooking,negative,12,,,,,,,,,,
11260,4c598198-bd8b-4b86-8440-b8ecba62abe7,worried,18-07-2020 20:34,photo,technology,negative,12,,,,,,,,,,
11272,4c598198-bd8b-4b86-8440-b8ecba62abe7,worried,11-12-2020 14:13,photo,technology,negative,12,,,,,,,,,,
11281,4c598198-bd8b-4b86-8440-b8ecba62abe7,worried,17-11-2020 04:52,photo,technology,negative,12,,,,,,,,,,
11349,1f0ed2b8-8531-416f-b694-a40a63f378a0,worried,12-03-2021 23:14,photo,animals,negative,12,,,,,,,,,,
11353,1f0ed2b8-8531-416f-b694-a40a63f378a0,worried,26-09-2020 19:41,photo,animals,negative,12,,,,,,,,,,
11361,65304022-f925-48f0-9dfc-436578f22c77,worried,08-10-2020 05:31,audio,soccer,negative,12,,,,,,,,,,
11365,65304022-f925-48f0-9dfc-436578f22c77,worried,19-10-2020 00:10,audio,soccer,negative,12,,,,,,,,,,
11387,65304022-f925-48f0-9dfc-436578f22c77,worried,29-11-2020 13:04,audio,soccer,negative,12,,,,,,,,,,
11398,754eb96d-65d0-416b-aec4-4ba35836157d,worried,08-08-2020 20:10,GIF,tennis,negative,12,,,,,,,,,,
11419,476e3ce0-3291-4c77-b3a3-deabee114efc,worried,26-04-2021 10:34,audio,healthy eating,negative,12,,,,,,,,,,
11421,476e3ce0-3291-4c77-b3a3-deabee114efc,worried,29-08-2020 07:38,audio,healthy eating,negative,12,,,,,,,,,,
11430,476e3ce0-3291-4c77-b3a3-deabee114efc,worried,26-02-2021 09:47,audio,healthy eating,negative,12,,,,,,,,,,
11457,83d08b29-6cdc-436c-89a6-20c3d60f7e73,worried,05-03-2021 00:23,GIF,soccer,negative,12,,,,,,,,,,
11465,83d08b29-6cdc-436c-89a6-20c3d60f7e73,worried,07-08-2020 20:51,GIF,soccer,negative,12,,,,,,,,,,
11467,83d08b29-6cdc-436c-89a6-20c3d60f7e73,worried,01-08-2020 05:15,GIF,soccer,negative,12,,,,,,,,,,
11498,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,worried,02-09-2020 19:04,GIF,tennis,negative,12,,,,,,,,,,
11513,f5068d8a-d4ba-49ee-8f30-716c1ec57e04,worried,28-11-2020 11:15,GIF,tennis,negative,12,,,,,,,,,,
11518,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,19-08-2020 05:49,audio,technology,negative,12,,,,,,,,,,
11523,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,19-06-2020 01:54,audio,technology,negative,12,,,,,,,,,,
11525,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,18-07-2020 00:44,audio,technology,negative,12,,,,,,,,,,
11531,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,11-03-2021 16:49,audio,technology,negative,12,,,,,,,,,,
11540,8de4028d-9af3-4dc0-a4d6-4d9a56eae3c5,worried,01-03-2021 13:23,audio,technology,negative,12,,,,,,,,,,
11557,b9bfb48f-a6b6-4c15-869a-1acceea04fca,worried,03-05-2021 14:07,video,soccer,negative,12,,,,,,,,,,
11573,674507f9-c555-4876-89c7-c06b6db561c0,worried,28-04-2021 01:20,audio,animals,negative,12,,,,,,,,,,
11593,674507f9-c555-4876-89c7-c06b6db561c0,worried,26-11-2020 13:04,audio,animals,negative,12,,,,,,,,,,
11607,e6193423-0d30-4439-884a-ea22fea68522,worried,15-05-2021 18:57,video,dogs,negative,12,,,,,,,,,,
11641,dd7069e3-d0ad-4599-b159-032267fd5008,worried,07-09-2020 10:27,photo,public speaking,negative,12,,,,,,,,,,
11643,dd7069e3-d0ad-4599-b159-032267fd5008,worried,23-09-2020 13:33,photo,public speaking,negative,12,,,,,,,,,,
11648,dd7069e3-d0ad-4599-b159-032267fd5008,worried,05-07-2020 04:14,photo,public speaking,negative,12,,,,,,,,,,
11649,dd7069e3-d0ad-4599-b159-032267fd5008,worried,30-11-2020 23:54,photo,public speaking,negative,12,,,,,,,,,,
11656,732e236f-f063-42b6-b5c1-24938385a126,worried,04-03-2021 19:06,audio,education,negative,12,,,,,,,,,,
11680,6fd589e8-53ab-4345-896a-f428a92fcbe6,worried,18-05-2021 07:15,video,education,negative,12,,,,,,,,,,
11715,1c77e474-0cc6-40ac-b48b-cbc511bffc77,worried,03-05-2021 07:51,video,healthy eating,negative,12,,,,,,,,,,
11752,bcd3702f-c27e-48ce-889b-63f765f498ef,worried,12-01-2021 10:37,GIF,education,negative,12,,,,,,,,,,
11783,f24f469f-53f1-4901-b6c5-18827ae0a103,worried,01-04-2021 11:24,photo,culture,negative,12,,,,,,,,,,
11787,f24f469f-53f1-4901-b6c5-18827ae0a103,worried,25-05-2021 20:08,photo,culture,negative,12,,,,,,,,,,
11801,f24f469f-53f1-4901-b6c5-18827ae0a103,worried,23-12-2020 19:35,photo,culture,negative,12,,,,,,,,,,
11815,2ea5611f-f6e0-4696-9153-cda8d2b9a2a3,worried,13-05-2021 13:00,photo,technology,negative,12,,,,,,,,,,
11837,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,worried,29-06-2020 08:55,audio,animals,negative,12,,,,,,,,,,
11856,7f5299bf-ae57-4c01-a84c-f0c6bc7a5b5f,worried,24-05-2021 13:13,audio,animals,negative,12,,,,,,,,,,
11923,d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,worried,20-07-2020 09:15,GIF,healthy eating,negative,12,,,,,,,,,,
11943,ed00f2a0-56a1-41f9-abad-bdcec9c0f610,worried,10-02-2021 00:45,video,public speaking,negative,12,,,,,,,,,,
11959,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,worried,18-10-2020 04:56,photo,public speaking,negative,12,,,,,,,,,,
11978,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,worried,09-03-2021 04:23,photo,public speaking,negative,12,,,,,,,,,,
11989,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,worried,17-07-2020 22:41,photo,public speaking,negative,12,,,,,,,,,,
11991,b3562ae0-929b-46a5-8989-89e4ac3d1f7c,worried,28-03-2021 15:14,photo,public speaking,negative,12,,,,,,,,,,
11997,2e84726a-e69f-44e8-ac0f-c4a31516e342,worried,31-12-2020 13:02,video,dogs,negative,12,,,,,,,,,,
12002,2e84726a-e69f-44e8-ac0f-c4a31516e342,worried,01-03-2021 08:45,video,dogs,negative,12,,,,,,,,,,
12033,dd5bd710-bb81-464e-a798-0291b385e883,worried,09-10-2020 18:34,photo,healthy eating,negative,12,,,,,,,,,,
12066,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,worried,14-12-2020 21:25,video,travel,negative,12,,,,,,,,,,
12071,a38cf15e-6a1d-42e8-bee7-0eeb456c700b,worried,25-11-2020 22:03,video,travel,negative,12,,,,,,,,,,
12087,4d510edc-7c08-4524-a14d-f36f3b710020,worried,19-10-2020 14:15,GIF,fitness,negative,12,,,,,,,,,,
12094,4d510edc-7c08-4524-a14d-f36f3b710020,worried,03-12-2020 10:26,GIF,fitness,negative,12,,,,,,,,,,
12117,4fd0ef9a-008d-4b61-9a78-4b0257281140,worried,01-06-2021 14:18,audio,technology,negative,12,,,,,,,,,,
12147,6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,worried,20-04-2021 13:21,audio,technology,negative,12,,,,,,,,,,
12170,76898916-4024-4c32-909b-dd240879d76a,worried,06-10-2020 22:12,GIF,animals,negative,12,,,,,,,,,,
12197,8204e4bd-c544-4a18-ac0d-6f5289957cdf,worried,09-02-2021 16:23,photo,dogs,negative,12,,,,,,,,,,
12222,56a3156c-41e0-4b35-8e6d-947961b3af5b,worried,14-09-2020 07:05,photo,fitness,negative,12,,,,,,,,,,
12234,fd060448-7b3e-4626-b3ca-44bfe764e26f,worried,05-08-2020 09:53,photo,cooking,negative,12,,,,,,,,,,
12281,74c85e37-5017-462e-bee2-2769db7a17c1,worried,12-06-2021 12:34,photo,healthy eating,negative,12,,,,,,,,,,
12296,74c85e37-5017-462e-bee2-2769db7a17c1,worried,26-05-2021 16:44,photo,healthy eating,negative,12,,,,,,,,,,
12329,af373863-f9df-4330-b423-d2b802b30d6e,worried,11-11-2020 10:24,video,food,negative,12,,,,,,,,,,
12359,b13bec8c-4469-4cc8-8650-7057eb95d3ee,worried,13-06-2021 10:50,GIF,travel,negative,12,,,,,,,,,,
12397,43450a12-1e4c-4a17-a846-9d8768984051,worried,19-09-2020 05:20,video,animals,negative,12,,,,,,,,,,
12405,43450a12-1e4c-4a17-a846-9d8768984051,worried,09-08-2020 19:46,video,animals,negative,12,,,,,,,,,,
12441,7913b30d-19fd-4900-8a68-ce141192b3ec,worried,22-04-2021 10:08,audio,cooking,negative,12,,,,,,,,,,
12444,7913b30d-19fd-4900-8a68-ce141192b3ec,worried,15-01-2021 22:01,audio,cooking,negative,12,,,,,,,,,,
12445,7913b30d-19fd-4900-8a68-ce141192b3ec,worried,07-11-2020 12:38,audio,cooking,negative,12,,,,,,,,,,
12458,c5e2d733-94b9-4259-85e8-6fb7a95a1887,worried,01-08-2020 22:13,audio,tennis,negative,12,,,,,,,,,,
12464,c5e2d733-94b9-4259-85e8-6fb7a95a1887,worried,27-02-2021 13:50,audio,tennis,negative,12,,,,,,,,,,
12485,c5e2d733-94b9-4259-85e8-6fb7a95a1887,worried,26-07-2020 05:48,audio,tennis,negative,12,,,,,,,,,,
12516,b7983f99-c4c7-455b-a120-b144101449ad,worried,15-02-2021 06:26,audio,dogs,negative,12,,,,,,,,,,
12526,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,worried,26-01-2021 07:31,GIF,tennis,negative,12,,,,,,,,,,
12531,f2f7e343-5e8f-4ef3-b693-4261971c2ee7,worried,16-06-2021 17:34,GIF,tennis,negative,12,,,,,,,,,,
12575,a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,worried,26-06-2020 13:51,video,food,negative,12,,,,,,,,,,
12602,cad48d10-3ad3-4bf0-bee5-330783eb8532,worried,25-03-2021 19:51,photo,soccer,negative,12,,,,,,,,,,
12624,52995b7c-6f2d-469c-a331-596323e6ad67,worried,20-02-2021 13:38,audio,science,negative,12,,,,,,,,,,
12662,888660b0-7dd8-4983-858a-101cd03d392b,worried,08-09-2020 22:57,video,science,negative,12,,,,,,,,,,
12666,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,worried,09-03-2021 23:45,GIF,studying,negative,12,,,,,,,,,,
12668,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,worried,23-05-2021 18:35,GIF,studying,negative,12,,,,,,,,,,
12674,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,worried,04-12-2020 11:15,GIF,studying,negative,12,,,,,,,,,,
12688,14ebfb59-8d36-4857-b8e2-b6d2fb3b243d,worried,14-11-2020 23:42,GIF,studying,negative,12,,,,,,,,,,
12706,6ccf94b4-f549-4d17-a1d0-3bf7656bce81,worried,02-06-2021 01:09,video,animals,negative,12,,,,,,,,,,
12727,145ed259-6151-4021-bc13-a0b5482e5bd8,worried,30-09-2020 11:04,photo,technology,negative,12,,,,,,,,,,
12734,145ed259-6151-4021-bc13-a0b5482e5bd8,worried,11-04-2021 00:39,photo,technology,negative,12,,,,,,,,,,
12749,19f998c4-270b-489d-bea6-ae161d301923,worried,14-12-2020 06:01,GIF,travel,negative,12,,,,,,,,,,
12752,19f998c4-270b-489d-bea6-ae161d301923,worried,30-12-2020 05:05,GIF,travel,negative,12,,,,,,,,,,
12759,19f998c4-270b-489d-bea6-ae161d301923,worried,28-10-2020 22:11,GIF,travel,negative,12,,,,,,,,,,
12778,3af75639-bdaf-4461-b630-d212e7fb4f30,worried,05-03-2021 12:01,audio,education,negative,12,,,,,,,,,,
12788,3af75639-bdaf-4461-b630-d212e7fb4f30,worried,28-07-2020 08:00,audio,education,negative,12,,,,,,,,,,
12812,12a7140a-6fe7-41e2-b2b4-75d913fcca1e,worried,18-05-2021 08:10,GIF,studying,negative,12,,,,,,,,,,
12841,73fde78d-7908-4406-8377-747873ecd29a,worried,12-12-2020 08:06,video,studying,negative,12,,,,,,,,,,
12865,73fde78d-7908-4406-8377-747873ecd29a,worried,21-04-2021 06:15,video,studying,negative,12,,,,,,,,,,
12871,73fde78d-7908-4406-8377-747873ecd29a,worried,05-01-2021 05:55,video,studying,negative,12,,,,,,,,,,
12877,73fde78d-7908-4406-8377-747873ecd29a,worried,16-03-2021 06:02,video,studying,negative,12,,,,,,,,,,
12924,ed28489e-90b0-4daa-a1fa-22170cdc89d5,worried,28-07-2020 13:33,audio,veganism,negative,12,,,,,,,,,,
12949,ed28489e-90b0-4daa-a1fa-22170cdc89d5,worried,04-03-2021 17:51,audio,veganism,negative,12,,,,,,,,,,
12980,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,worried,19-12-2020 17:23,audio,culture,negative,12,,,,,,,,,,
12990,6ddba21a-cc51-4bbd-b38d-02df5cec5f68,worried,17-07-2020 05:43,audio,culture,negative,12,,,,,,,,,,
13001,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,12-02-2021 16:44,photo,travel,negative,12,,,,,,,,,,
13018,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,12-08-2020 01:11,photo,travel,negative,12,,,,,,,,,,
13025,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,08-01-2021 22:31,photo,travel,negative,12,,,,,,,,,,
13035,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,13-09-2020 07:57,photo,travel,negative,12,,,,,,,,,,
13037,d90a34f1-60ed-4a79-b7bf-fd22efa12e4c,worried,30-04-2021 14:08,photo,travel,negative,12,,,,,,,,,,
13060,7286f9d2-7c83-4c7b-bc01-6f56eb0235de,worried,11-11-2020 06:50,video,travel,negative,12,,,,,,,,,,
13119,69ce055c-e0bd-46c5-b856-bf2254d1c490,worried,10-10-2020 22:35,GIF,healthy eating,negative,12,,,,,,,,,,
13168,ab07c995-56e6-462c-9325-bd4a2ffd8c39,worried,14-02-2021 04:09,GIF,tennis,negative,12,,,,,,,,,,
13189,ab07c995-56e6-462c-9325-bd4a2ffd8c39,worried,18-02-2021 02:56,GIF,tennis,negative,12,,,,,,,,,,
13249,985f4b4f-de40-4a4e-a090-01e100be42e9,worried,07-01-2021 09:49,GIF,travel,negative,12,,,,,,,,,,
13260,585c17a5-df96-4a6d-b144-a499e0469546,worried,13-09-2020 09:55,GIF,healthy eating,negative,12,,,,,,,,,,
13310,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,worried,09-11-2020 17:53,photo,fitness,negative,12,,,,,,,,,,
13312,2c5a6a94-7291-409b-ba32-ba34c5ad7c0e,worried,27-09-2020 05:41,photo,fitness,negative,12,,,,,,,,,,
13361,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,worried,11-12-2020 07:19,video,fitness,negative,12,,,,,,,,,,
13374,01aff5ec-2aa8-412e-99ec-526f0f9a6d5e,worried,24-01-2021 03:19,video,fitness,negative,12,,,,,,,,,,
13394,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,worried,27-03-2021 15:49,photo,travel,negative,12,,,,,,,,,,
13413,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,worried,24-05-2021 04:08,photo,travel,negative,12,,,,,,,,,,
13429,853e37de-5ba2-447a-a0dd-a1b4407e5ec4,worried,19-06-2020 17:34,photo,travel,negative,12,,,,,,,,,,
13492,de61a447-bbf0-477e-9743-71031d59bbf8,worried,07-01-2021 07:28,GIF,studying,negative,12,,,,,,,,,,
13496,de61a447-bbf0-477e-9743-71031d59bbf8,worried,17-12-2020 14:37,GIF,studying,negative,12,,,,,,,,,,
13498,de61a447-bbf0-477e-9743-71031d59bbf8,worried,23-05-2021 15:29,GIF,studying,negative,12,,,,,,,,,,
13503,de61a447-bbf0-477e-9743-71031d59bbf8,worried,26-05-2021 04:19,GIF,studying,negative,12,,,,,,,,,,
13517,de61a447-bbf0-477e-9743-71031d59bbf8,worried,25-08-2020 18:40,GIF,studying,negative,12,,,,,,,,,,
13526,de61a447-bbf0-477e-9743-71031d59bbf8,worried,04-08-2020 02:10,GIF,studying,negative,12,,,,,,,,,,
13537,bceb7f2d-6afe-45fc-88b1-4d4c8f597cf8,worried,06-01-2021 01:48,GIF,technology,negative,12,,,,,,,,,,
13543,bceb7f2d-6afe-45fc-88b1-4d4c8f597cf8,worried,11-01-2021 19:15,GIF,technology,negative,12,,,,,,,,,,
13562,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,worried,29-07-2020 14:17,GIF,culture,negative,12,,,,,,,,,,
13574,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,worried,09-06-2021 02:37,GIF,culture,negative,12,,,,,,,,,,
13585,6ee96d2e-a110-4e43-ab89-b5577b7b3dab,worried,18-05-2021 14:46,GIF,culture,negative,12,,,,,,,,,,
13592,b014a42b-c469-4c26-b4aa-256f4d3d5072,worried,12-05-2021 21:18,GIF,culture,negative,12,,,,,,,,,,
13600,b014a42b-c469-4c26-b4aa-256f4d3d5072,worried,20-01-2021 08:26,GIF,culture,negative,12,,,,,,,,,,
13608,3210c7c6-e7a2-4ae3-b69b-a111b359c56d,worried,08-06-2021 11:47,video,veganism,negative,12,,,,,,,,,,
13615,9bc09268-79e8-4402-ba22-ffd1e45fa66d,worried,19-12-2020 06:24,GIF,travel,negative,12,,,,,,,,,,
13618,9bc09268-79e8-4402-ba22-ffd1e45fa66d,worried,02-04-2021 06:32,GIF,travel,negative,12,,,,,,,,,,
13626,9bc09268-79e8-4402-ba22-ffd1e45fa66d,worried,30-10-2020 20:33,GIF,travel,negative,12,,,,,,,,,,
13639,9bc09268-79e8-4402-ba22-ffd1e45fa66d,worried,10-12-2020 07:33,GIF,travel,negative,12,,,,,,,,,,
13658,f7b57d86-228b-4777-be51-dde8702f7b4c,worried,14-09-2020 16:53,GIF,cooking,negative,12,,,,,,,,,,
13668,f7b57d86-228b-4777-be51-dde8702f7b4c,worried,17-04-2021 21:54,GIF,cooking,negative,12,,,,,,,,,,
13671,f7b57d86-228b-4777-be51-dde8702f7b4c,worried,28-07-2020 21:02,GIF,cooking,negative,12,,,,,,,,,,
13679,f7b57d86-228b-4777-be51-dde8702f7b4c,worried,24-06-2020 14:59,GIF,cooking,negative,12,,,,,,,,,,
13699,bc604b62-adbc-4c93-a2ae-602160714d1c,worried,13-01-2021 22:12,photo,cooking,negative,12,,,,,,,,,,
13717,bc604b62-adbc-4c93-a2ae-602160714d1c,worried,29-10-2020 17:17,photo,cooking,negative,12,,,,,,,,,,
13728,bc604b62-adbc-4c93-a2ae-602160714d1c,worried,28-11-2020 13:57,photo,cooking,negative,12,,,,,,,,,,
13769,55d5d3f9-566c-4fcc-b24e-02ca826cce58,worried,21-09-2020 19:02,photo,science,negative,12,,,,,,,,,,
13822,4b1c315b-84a8-400a-bb49-9fec7dc767d5,worried,28-10-2020 10:37,audio,fitness,negative,12,,,,,,,,,,
13848,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,worried,18-01-2021 11:41,GIF,soccer,negative,12,,,,,,,,,,
13879,6a39e0b5-b1cd-4edd-bdfb-310e1a3e5910,worried,14-07-2020 18:04,GIF,soccer,negative,12,,,,,,,,,,
13937,b2055111-9b7b-4a05-9f07-ac190a5391f0,worried,19-07-2020 09:27,GIF,food,negative,12,,,,,,,,,,
13945,b2055111-9b7b-4a05-9f07-ac190a5391f0,worried,27-05-2021 00:36,GIF,food,negative,12,,,,,,,,,,
13955,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,05-09-2020 07:49,photo,education,negative,12,,,,,,,,,,
13961,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,03-12-2020 17:07,photo,education,negative,12,,,,,,,,,,
13963,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,04-07-2020 07:51,photo,education,negative,12,,,,,,,,,,
13972,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,08-08-2020 00:02,photo,education,negative,12,,,,,,,,,,
13991,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,13-12-2020 09:21,photo,education,negative,12,,,,,,,,,,
13993,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,02-11-2020 13:33,photo,education,negative,12,,,,,,,,,,
13998,e3bb5693-091c-47de-b4b7-78e28b5fbb98,worried,24-08-2020 03:49,photo,education,negative,12,,,,,,,,,,
14027,d95a7e4c-d504-4cba-9bcc-4c4b1bfb06d0,worried,20-01-2021 02:43,audio,technology,negative,12,,,,,,,,,,
14031,36bd1711-92f6-4240-8ac5-21df845abe86,worried,29-09-2020 08:36,GIF,technology,negative,12,,,,,,,,,,
14037,36bd1711-92f6-4240-8ac5-21df845abe86,worried,03-02-2021 04:51,GIF,technology,negative,12,,,,,,,,,,
14055,36bd1711-92f6-4240-8ac5-21df845abe86,worried,07-12-2020 22:01,GIF,technology,negative,12,,,,,,,,,,
14072,2c9b8ec2-7eb1-47fd-891d-a5b23c019839,worried,31-12-2020 02:41,audio,culture,negative,12,,,,,,,,,,
14084,2c9b8ec2-7eb1-47fd-891d-a5b23c019839,worried,09-08-2020 16:18,audio,culture,negative,12,,,,,,,,,,
14096,2c9b8ec2-7eb1-47fd-891d-a5b23c019839,worried,17-04-2021 16:55,audio,culture,negative,12,,,,,,,,,,
14119,9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,worried,17-08-2020 23:59,video,travel,negative,12,,,,,,,,,,
14129,9f3fd778-5ce2-43e5-bc5e-2af9b6b12fc8,worried,24-08-2020 09:29,video,travel,negative,12,,,,,,,,,,
14154,e1b4a0fe-5069-4765-8170-ef44ab8f102c,worried,04-04-2021 00:04,photo,tennis,negative,12,,,,,,,,,,
14157,e1b4a0fe-5069-4765-8170-ef44ab8f102c,worried,13-10-2020 16:49,photo,tennis,negative,12,,,,,,,,,,
14199,7c4f0389-01a5-4ea8-a643-83414441fe81,worried,18-05-2021 19:49,video,tennis,negative,12,,,,,,,,,,
14233,584211e8-3ca9-41a7-aeea-1d308bda53fd,worried,18-04-2021 00:31,photo,studying,negative,12,,,,,,,,,,
14238,584211e8-3ca9-41a7-aeea-1d308bda53fd,worried,22-04-2021 20:37,photo,studying,negative,12,,,,,,,,,,
